"","year","state_id","state_abbr","State","population","violent_crime","homicide","rape_legacy","rape_revised","robbery","aggravated_assault","property_crime","burglary","larceny","motor_vehicle_theft","total"
"41",2017,45,"SC","South Carolina",5024369,506.17301396454,7.76216874198531,0,49.8371039229006,77.0245975166235,371.54914378303,3195.92370703664,623.083217016903,2289.08346500824,283.757025011499,7404.19344200237
"42",2017,46,"SD","South Dakota",869666,433.614744051164,2.87466682611485,0,68.4170704615335,27.3668281846134,334.956178578903,1876.23754406864,311.268923931716,1405.94205131625,159.026568820674,4619.70457623961
"43",2017,47,"TN","Tennessee",6715984,651.50542347927,7.84695139237973,0,43.6868223628883,117.0640072996,482.907642424401,2940.5668625774,576.475465099381,2088.27180052841,275.819596949606,7184.14457211333
"44",2017,48,"TX","Texas",28304596,438.93224973075,4.98858913230911,0,51.1224396207598,113.999154059645,268.822066918037,2562.58029614696,473.654525929287,1848.53724815574,240.388522061929,6003.02509175542
"45",2017,49,"UT","Utah",3101833,238.891004125625,2.35344713915933,0,54.7095862349778,47.3268547984369,134.501115953051,2780.22704639483,380.968285526655,2092.05331170311,307.205449165058,6038.2361010409
"46",2017,51,"VA","Virginia",8470020,208.169520260873,5.34827544681122,0,33.7897667301848,51.1450976503007,117.886380433576,1792.85290943823,218.039626824966,1454.71911518509,120.094167428176,4002.04485939821
"47",2017,52,"VT","Vermont",623657,165.796263009956,2.24482367711739,0,34.9551115436851,14.7516984496286,113.844629339525,1436.68715335513,297.278792669689,1108.30151830253,31.1068423829124,3204.96683273017
"48",2017,53,"WA","Washington",7405743,304.466412080462,3.10569783477498,0,43.9523758790982,72.7813536062486,184.626984760341,3173.57758701591,590.352649288532,2194.39156881355,388.833368913828,6956.08799819275
"49",2017,54,"WI","Wisconsin",5795483,319.887056868254,3.20939600720078,0,36.908054082809,74.9721809208999,204.797425857344,1808.33935670245,303.66752865982,1341.30321838577,163.368609656866,4256.45282714141
"50",2017,55,"WV","West Virginia",1815857,350.688407732547,4.68098534190743,0,43.7809805507813,28.8568978724646,273.369543967394,1852.01808292173,420.077131624351,1266.61956310436,165.321388193013,4405.41298130855
"51",2017,56,"WY","Wyoming",579315,237.521900865678,2.58926490769271,0,45.3984447148788,13.1189421989764,176.41524904413,1830.43767207823,274.979933196965,1420.98858134176,134.469157539508,4135.91914588782
