"","year","state_id","state_abbr","State","population","violent_crime","homicide","rape_legacy","rape_revised","robbery","aggravated_assault","property_crime","burglary","larceny","motor_vehicle_theft","total"
"1",2017,1,"AK","Alaska",739795,829.013442913239,8.38070005880007,0,116.653937915233,128.549125095466,575.42967984374,3542.06232807737,563.804837826695,2402.69263782534,575.564852425334,8742.15154198122
"2",2017,2,"AL","Alabama",4874747,524.150278978581,8.28760959286708,0,41.6021590453823,86.5070535968328,387.753456743499,2957.28168046465,645.715562264052,2048.14731923523,263.418798965362,6962.86391888646
"3",2017,3,"AR","Arkansas",3004279,554.90851548741,8.58775100448394,0,68.3358636131997,64.4081325336295,413.576768336097,3078.57559168107,727.695397131891,2109.45787658204,241.42231796714,7266.96821433695
"4",2017,5,"AZ","Arizona",7016270,508.019218188582,5.92907627557092,0,51.038514766393,106.039248774634,345.012378371984,2914.86787139035,536.28209860795,2106.95996590781,271.625806874593,6845.77417915787
"5",2017,6,"CA","California",39536653,449.271717562941,4.62861638793754,0,37.2338042878845,143.213943780218,264.195353106901,2496.70603123638,446.901764800374,1623.89315049,425.911115946006,5891.95549759865
"6",2017,7,"CO","Colorado",5607154,368.065510595928,3.9413934413073,0,68.8049588079799,68.4482716187214,226.870886727919,2701.60227452287,406.855242427798,1904.87009987598,389.87693221909,6139.33557023759
"7",2017,8,"CT","Connecticut",3588184,227.970471971337,2.84266358692865,0,23.3265629633263,78.3962026473559,123.405042773726,1769.94825237502,247.757640076429,1318.49425781955,203.696354479035,3995.83744869271
"8",2017,10,"DC","District of Columbia",693972,1004.93968056348,16.7153718017442,0,63.9795265515035,377.969139965301,546.275642244932,4283.89041632804,260.673341287545,3650.43546425504,372.78161078545,10577.660193783
"9",2017,11,"DE","Delaware",961939,453.355150378558,5.61366157313509,0,34.7215363967985,112.481144854299,300.538807554325,2440.59134726838,412.708082321228,1885.5665483986,142.316716548555,5787.89299529388
"10",2017,12,"FL","Florida",20984400,408.041211566688,5.03707516059549,0,37.8376317645489,88.6229770686796,276.543527572864,2512.43781094527,423.424067402451,1884.50944511161,204.504298431216,5840.95804502392
"11",2017,13,"GA","Georgia",10429379,357.240829008132,6.74057391144765,0,26.0609955779726,96.3048710762165,228.134388442495,2860.17029393601,530.942446333574,2077.41036163323,251.817485969203,6434.82224588827
"12",2017,15,"HI","Hawaii",1427538,250.571263251836,2.73197631166386,0,39.718732531113,75.4445766067173,132.675977802342,2829.48685078786,388.711193677506,2071.6786523371,369.097004773253,6160.11622807939
"13",2017,16,"IA","Iowa",3145711,293.415383676377,3.30608883015636,0,39.2280155424322,39.8320125402492,211.049266763539,2125.27469942407,479.319301741323,1468.60280553427,177.352592148484,4837.3801662009
"14",2017,17,"ID","Idaho",1716943,226.448985202188,1.86377765598509,0,41.1778375869205,11.4156381429086,171.991731816374,1635.40665007516,329.364457643614,1181.05260337705,124.9895890545,3723.7112705547
"15",2017,18,"IL","Illinois",12802023,438.836893200395,7.7878316575435,0,43.3993908618974,137.220500228753,250.429170452201,2011.37742058423,339.469785361267,1508.80060127997,163.107033942995,4900.42862756925
"16",2017,19,"IN","Indiana",6666818,398.960943586581,5.95486482456848,0,39.3741062077891,98.9977527510126,254.63421980321,2416.92513579942,452.089737562957,1733.82564215792,231.009756078537,5631.772158772
"17",2017,20,"KS","Kansas",2913123,412.958876092771,5.49238737945497,0,55.8507141648327,61.2744467020445,290.341327846438,2800.87727157418,478.21530364492,2053.32902180924,269.332946120023,6427.67229533391
"18",2017,21,"KY","Kentucky",4454189,225.765004583326,5.90455411748356,0,37.2907391222061,66.409395739606,116.16031560403,2129.07445103924,453.393423583957,1445.69527696288,229.985750492402,4709.67891124512
"19",2017,22,"LA","Louisiana",4684333,557.005661211532,12.4243942520739,0,39.856261286292,114.381279042288,390.343726630878,3366.79736474755,731.480874651738,2401.30238392531,234.014106170505,7847.60605191817
"20",2017,23,"MA","Massachusetts",6859819,358.026939194751,2.5219324299956,0,32.0270840965337,71.0077044306854,252.470218237537,1436.99126755385,249.117360093612,1077.95847091592,109.915436544317,3590.03641349721
"21",2017,24,"MD","Maryland",6052177,500.200175903646,9.02154712263042,0,27.9403593120294,185.05737687447,278.180892594516,2222.27472858114,388.42221567545,1609.66871920633,224.183793699358,5444.94980896957
"22",2017,25,"ME","Maine",1335907,121.041359915024,1.72167673348519,0,35.4066563016737,18.639022027731,65.2740048521342,1507.06598588075,249.568270845201,1198.13729548539,59.3604195501633,3256.21469159156
"23",2017,26,"MI","Michigan",9962311,449.955838559949,5.71152617098583,0,70.5759938632713,65.1254513134553,308.542867212236,1799.96388388196,357.758355465915,1245.73505083308,196.470477582962,4499.83944488382
"24",2017,27,"MN","Minnesota",5576606,238.334929883876,2.02632210344428,0,42.7679488204833,64.9319675802809,128.608691379667,2191.51218501002,336.889498738121,1675.67871927836,178.943966993544,4859.6942297878
"25",2017,28,"MO","Missouri",6113532,530.299015364604,9.81429393025178,0,44.6386802260952,103.884301251715,371.961739956542,2833.92644382985,492.039626193173,2016.03590199577,325.850915640909,6728.45091838891
"26",2017,29,"MS","Mississippi",2984100,285.714285714286,8.21018062397373,0,36.5604369826748,69.4011594785698,171.542508629067,2733.85610401796,828.055360075065,1750.61157467913,155.189169263765,6039.1407794645
"27",2017,30,"MT","Montana",1050493,377.061056094615,3.90292938648806,0,58.35355399798,28.0820529027799,286.722519807367,2591.64030602774,344.124139808642,2000.77487427332,246.741291945782,5937.40272424471
"28",2017,32,"NC","North Carolina",10273419,363.695864054605,5.75270997902451,0,26.4274240153156,91.0115707341441,240.504159326121,2545.26754919662,630.61771353821,1760.87434962012,153.77548603829,5817.92682650245
"29",2017,33,"ND","North Dakota",755393,281.310523131668,1.32381422650197,0,52.8201876374285,24.225800344986,202.940720922751,2197.79637883857,389.466145436879,1573.61797104289,234.712262358799,4958.21380394047
"30",2017,31,"NE","Nebraska",1920076,305.873309181512,2.23949468666865,0,62.0287946935434,50.4146710859362,191.190348715363,2274.02456986078,337.069990979524,1665.97572179435,270.978857086907,5159.79575808458
"31",2017,34,"NH","New Hampshire",1342795,198.690045762756,1.0426014395347,0,49.3746253151077,31.2035716546457,117.069247353468,1381.81926504046,191.689721811594,1121.98809200213,68.1414512267323,3161.01862160643
"32",2017,35,"NJ","New Jersey",9005644,228.789856672105,3.59774381487876,0,16.7117421030634,87.6672451187278,120.813125635435,1555.53561744168,265.289189757001,1155.10895167519,135.137476009489,3568.65094822758
"33",2017,36,"NM","New Mexico",2088070,783.450746383024,7.08788498469879,0,60.2949134847012,178.250729142222,537.817218771401,3941.72609155823,858.065103181407,2519.8867854047,563.774202972123,9450.35367588251
"34",2017,37,"NV","Nevada",2998039,555.930059615635,9.13930739393317,0,63.0412079362543,161.472215671644,322.277328613804,2612.44099893297,668.737131171409,1516.357859254,427.346008507561,6336.74211709721
"35",2017,38,"NY","New York",19849399,356.68082444209,2.76078887829299,0,31.8599066903739,101.302815264079,220.757313609344,1514.17682721779,176.337832697101,1270.28027397706,67.5587205436296,3741.71530331976
"36",2017,39,"OH","Ohio",11658609,297.488319575689,6.08992033269149,0,50.2547087735767,99.5401767054715,141.603513763949,2419.10505790185,502.401272741885,1742.98666333179,173.71712182817,5433.18675495507
"37",2017,40,"OK","Oklahoma",3930864,456.23557569023,6.15640734454308,0,54.4918369091375,76.3190993125176,319.268232124032,2876.3650942897,727.778931044167,1836.92440135298,311.661761892551,6665.20133995987
"38",2017,41,"OR","Oregon",4142776,281.791726127601,2.51039399668242,0,48.2526692246938,58.7045980762658,172.324064829959,2986.45159670714,427.370439531367,2145.34891579945,413.732241376314,6536.48664566947
"39",2017,42,"PA","Pennsylvania",12805537,313.301972420212,5.77094111711207,0,32.806121289564,92.0929750935084,182.631934920027,1649.44273715347,250.337022180327,1297.70426652158,101.401448451557,3925.48941914736
"40",2017,44,"RI","Rhode Island",1059639,232.154535648461,1.88743524917448,0,41.9954342941322,44.7322154054352,143.539450699719,1751.63428299638,303.593959829716,1308.08699944038,139.953323726288,3967.57763728968
